year,geo,age_group,gender,level,pct
2018,Newfoundland and Labrador,25–64 (all),Total,Master's/Doctoral,7.0
2019,Newfoundland and Labrador,25–64 (all),Total,Master's/Doctoral,7.0
2020,Newfoundland and Labrador,25–64 (all),Total,Master's/Doctoral,8.0
2021,Newfoundland and Labrador,25–64 (all),Total,Master's/Doctoral,8.0
2022,Newfoundland and Labrador,25–64 (all),Total,Master's/Doctoral,8.0
2023,Newfoundland and Labrador,25–64 (all),Total,Master's/Doctoral,10.0
2024,Newfoundland and Labrador,25–64 (all),Total,Master's/Doctoral,11.0
2025,Newfoundland and Labrador,25–64 (all),Total,Master's/Doctoral,10.0
2000,Newfoundland and Labrador,25–64 (all),Total,Tertiary (all),26.0
2001,Newfoundland and Labrador,25–64 (all),Total,Tertiary (all),28.0
2002,Newfoundland and Labrador,25–64 (all),Total,Tertiary (all),28.0
2003,Newfoundland and Labrador,25–64 (all),Total,Tertiary (all),29.0
2004,Newfoundland and Labrador,25–64 (all),Total,Tertiary (all),28.0
2005,Newfoundland and Labrador,25–64 (all),Total,Tertiary (all),31.0
2006,Newfoundland and Labrador,25–64 (all),Total,Tertiary (all),32.0
2007,Newfoundland and Labrador,25–64 (all),Total,Tertiary (all),34.0
2008,Newfoundland and Labrador,25–64 (all),Total,Tertiary (all),36.0
2009,Newfoundland and Labrador,25–64 (all),Total,Tertiary (all),36.0
2010,Newfoundland and Labrador,25–64 (all),Total,Tertiary (all),36.0
2011,Newfoundland and Labrador,25–64 (all),Total,Tertiary (all),38.0
2012,Newfoundland and Labrador,25–64 (all),Total,Tertiary (all),40.0
2013,Newfoundland and Labrador,25–64 (all),Total,Tertiary (all),40.0
2014,Newfoundland and Labrador,25–64 (all),Total,Tertiary (all),42.0
2015,Newfoundland and Labrador,25–64 (all),Total,Tertiary (all),41.0
2016,Newfoundland and Labrador,25–64 (all),Total,Tertiary (all),43.0
2017,Newfoundland and Labrador,25–64 (all),Total,Tertiary (all),45.0
2018,Newfoundland and Labrador,25–64 (all),Total,Tertiary (all),49.0
2019,Newfoundland and Labrador,25–64 (all),Total,Tertiary (all),51.0
2020,Newfoundland and Labrador,25–64 (all),Total,Tertiary (all),52.0
2021,Newfoundland and Labrador,25–64 (all),Total,Tertiary (all),54.0
2022,Newfoundland and Labrador,25–64 (all),Total,Tertiary (all),58.0
2023,Newfoundland and Labrador,25–64 (all),Total,Tertiary (all),57.0
2024,Newfoundland and Labrador,25–64 (all),Total,Tertiary (all),60.0
2025,Newfoundland and Labrador,25–64 (all),Total,Tertiary (all),58.0
2000,Newfoundland and Labrador,25–64 (all),Total,Trades and other non-tertiary,23.0
2001,Newfoundland and Labrador,25–64 (all),Total,Trades and other non-tertiary,23.0
2002,Newfoundland and Labrador,25–64 (all),Total,Trades and other non-tertiary,25.0
2003,Newfoundland and Labrador,25–64 (all),Total,Trades and other non-tertiary,25.0
2004,Newfoundland and Labrador,25–64 (all),Total,Trades and other non-tertiary,25.0
2005,Newfoundland and Labrador,25–64 (all),Total,Trades and other non-tertiary,24.0
2006,Newfoundland and Labrador,25–64 (all),Total,Trades and other non-tertiary,22.0
2007,Newfoundland and Labrador,25–64 (all),Total,Trades and other non-tertiary,21.0
2008,Newfoundland and Labrador,25–64 (all),Total,Trades and other non-tertiary,20.0
2009,Newfoundland and Labrador,25–64 (all),Total,Trades and other non-tertiary,21.0
2010,Newfoundland and Labrador,25–64 (all),Total,Trades and other non-tertiary,23.0
2011,Newfoundland and Labrador,25–64 (all),Total,Trades and other non-tertiary,23.0
2012,Newfoundland and Labrador,25–64 (all),Total,Trades and other non-tertiary,22.0
2013,Newfoundland and Labrador,25–64 (all),Total,Trades and other non-tertiary,24.0
2014,Newfoundland and Labrador,25–64 (all),Total,Trades and other non-tertiary,21.0
2015,Newfoundland and Labrador,25–64 (all),Total,Trades and other non-tertiary,21.0
2016,Newfoundland and Labrador,25–64 (all),Total,Trades and other non-tertiary,21.0
2017,Newfoundland and Labrador,25–64 (all),Total,Trades and other non-tertiary,19.0
2018,Newfoundland and Labrador,25–64 (all),Total,Trades and other non-tertiary,17.0
2019,Newfoundland and Labrador,25–64 (all),Total,Trades and other non-tertiary,17.0
2020,Newfoundland and Labrador,25–64 (all),Total,Trades and other non-tertiary,17.0
2021,Newfoundland and Labrador,25–64 (all),Total,Trades and other non-tertiary,15.0
2022,Newfoundland and Labrador,25–64 (all),Total,Trades and other non-tertiary,14.0
2023,Newfoundland and Labrador,25–64 (all),Total,Trades and other non-tertiary,15.0
2024,Newfoundland and Labrador,25–64 (all),Total,Trades and other non-tertiary,14.0
2025,Newfoundland and Labrador,25–64 (all),Total,Trades and other non-tertiary,16.0
2000,Newfoundland and Labrador,25–64 (all),Women,Bachelor's,8.0
2001,Newfoundland and Labrador,25–64 (all),Women,Bachelor's,9.0
2002,Newfoundland and Labrador,25–64 (all),Women,Bachelor's,9.0
2003,Newfoundland and Labrador,25–64 (all),Women,Bachelor's,10.0
2004,Newfoundland and Labrador,25–64 (all),Women,Bachelor's,10.0
2005,Newfoundland and Labrador,25–64 (all),Women,Bachelor's,9.0
2006,Newfoundland and Labrador,25–64 (all),Women,Bachelor's,10.0
2007,Newfoundland and Labrador,25–64 (all),Women,Bachelor's,11.0
2008,Newfoundland and Labrador,25–64 (all),Women,Bachelor's,12.0
2009,Newfoundland and Labrador,25–64 (all),Women,Bachelor's,13.0
2010,Newfoundland and Labrador,25–64 (all),Women,Bachelor's,12.0
2011,Newfoundland and Labrador,25–64 (all),Women,Bachelor's,13.0
2012,Newfoundland and Labrador,25–64 (all),Women,Bachelor's,13.0
2013,Newfoundland and Labrador,25–64 (all),Women,Bachelor's,15.0
2014,Newfoundland and Labrador,25–64 (all),Women,Bachelor's,15.0
2015,Newfoundland and Labrador,25–64 (all),Women,Bachelor's,13.0
2016,Newfoundland and Labrador,25–64 (all),Women,Bachelor's,14.0
2017,Newfoundland and Labrador,25–64 (all),Women,Bachelor's,13.0
2018,Newfoundland and Labrador,25–64 (all),Women,Bachelor's,15.0
2019,Newfoundland and Labrador,25–64 (all),Women,Bachelor's,16.0
2020,Newfoundland and Labrador,25–64 (all),Women,Bachelor's,16.0
2021,Newfoundland and Labrador,25–64 (all),Women,Bachelor's,15.0
2022,Newfoundland and Labrador,25–64 (all),Women,Bachelor's,18.0
2023,Newfoundland and Labrador,25–64 (all),Women,Bachelor's,17.0
2024,Newfoundland and Labrador,25–64 (all),Women,Bachelor's,19.0
2025,Newfoundland and Labrador,25–64 (all),Women,Bachelor's,20.0
2000,Newfoundland and Labrador,25–64 (all),Women,Below high school,29.0
2001,Newfoundland and Labrador,25–64 (all),Women,Below high school,28.0
2002,Newfoundland and Labrador,25–64 (all),Women,Below high school,25.0
2003,Newfoundland and Labrador,25–64 (all),Women,Below high school,23.0
2004,Newfoundland and Labrador,25–64 (all),Women,Below high school,24.0
2005,Newfoundland and Labrador,25–64 (all),Women,Below high school,23.0
2006,Newfoundland and Labrador,25–64 (all),Women,Below high school,22.0
2007,Newfoundland and Labrador,25–64 (all),Women,Below high school,22.0
2008,Newfoundland and Labrador,25–64 (all),Women,Below high school,21.0
2009,Newfoundland and Labrador,25–64 (all),Women,Below high school,20.0
2010,Newfoundland and Labrador,25–64 (all),Women,Below high school,18.0
2011,Newfoundland and Labrador,25–64 (all),Women,Below high school,18.0
2012,Newfoundland and Labrador,25–64 (all),Women,Below high school,17.0
2013,Newfoundland and Labrador,25–64 (all),Women,Below high school,15.0
2014,Newfoundland and Labrador,25–64 (all),Women,Below high school,15.0
2015,Newfoundland and Labrador,25–64 (all),Women,Below high school,15.0
2016,Newfoundland and Labrador,25–64 (all),Women,Below high school,14.0
2017,Newfoundland and Labrador,25–64 (all),Women,Below high school,12.0
2018,Newfoundland and Labrador,25–64 (all),Women,Below high school,12.0
2019,Newfoundland and Labrador,25–64 (all),Women,Below high school,10.0
2020,Newfoundland and Labrador,25–64 (all),Women,Below high school,10.0
2021,Newfoundland and Labrador,25–64 (all),Women,Below high school,9.0
2022,Newfoundland and Labrador,25–64 (all),Women,Below high school,8.0
2023,Newfoundland and Labrador,25–64 (all),Women,Below high school,8.0
2024,Newfoundland and Labrador,25–64 (all),Women,Below high school,7.0
2025,Newfoundland and Labrador,25–64 (all),Women,Below high school,7.0
2000,Newfoundland and Labrador,25–64 (all),Women,College/CEGEP,17.0
2001,Newfoundland and Labrador,25–64 (all),Women,College/CEGEP,18.0
2002,Newfoundland and Labrador,25–64 (all),Women,College/CEGEP,19.0
2003,Newfoundland and Labrador,25–64 (all),Women,College/CEGEP,19.0
2004,Newfoundland and Labrador,25–64 (all),Women,College/CEGEP,19.0
2005,Newfoundland and Labrador,25–64 (all),Women,College/CEGEP,21.0
2006,Newfoundland and Labrador,25–64 (all),Women,College/CEGEP,22.0
2007,Newfoundland and Labrador,25–64 (all),Women,College/CEGEP,24.0
2008,Newfoundland and Labrador,25–64 (all),Women,College/CEGEP,24.0
2009,Newfoundland and Labrador,25–64 (all),Women,College/CEGEP,25.0
2010,Newfoundland and Labrador,25–64 (all),Women,College/CEGEP,25.0
2011,Newfoundland and Labrador,25–64 (all),Women,College/CEGEP,25.0
2012,Newfoundland and Labrador,25–64 (all),Women,College/CEGEP,26.0
2013,Newfoundland and Labrador,25–64 (all),Women,College/CEGEP,25.0
2014,Newfoundland and Labrador,25–64 (all),Women,College/CEGEP,27.0
2015,Newfoundland and Labrador,25–64 (all),Women,College/CEGEP,29.0
2016,Newfoundland and Labrador,25–64 (all),Women,College/CEGEP,29.0
2017,Newfoundland and Labrador,25–64 (all),Women,College/CEGEP,31.0
2018,Newfoundland and Labrador,25–64 (all),Women,College/CEGEP,34.0
2019,Newfoundland and Labrador,25–64 (all),Women,College/CEGEP,35.0
2020,Newfoundland and Labrador,25–64 (all),Women,College/CEGEP,34.0
2021,Newfoundland and Labrador,25–64 (all),Women,College/CEGEP,37.0
2022,Newfoundland and Labrador,25–64 (all),Women,College/CEGEP,39.0
2023,Newfoundland and Labrador,25–64 (all),Women,College/CEGEP,37.0
2024,Newfoundland and Labrador,25–64 (all),Women,College/CEGEP,38.0
2025,Newfoundland and Labrador,25–64 (all),Women,College/CEGEP,36.0
2000,Newfoundland and Labrador,25–64 (all),Women,High school,22.0
2001,Newfoundland and Labrador,25–64 (all),Women,High school,22.0
2002,Newfoundland and Labrador,25–64 (all),Women,High school,22.0
2003,Newfoundland and Labrador,25–64 (all),Women,High school,22.0
2004,Newfoundland and Labrador,25–64 (all),Women,High school,22.0
2005,Newfoundland and Labrador,25–64 (all),Women,High school,24.0
2006,Newfoundland and Labrador,25–64 (all),Women,High school,24.0
2007,Newfoundland and Labrador,25–64 (all),Women,High school,24.0
2008,Newfoundland and Labrador,25–64 (all),Women,High school,24.0
2009,Newfoundland and Labrador,25–64 (all),Women,High school,21.0
2010,Newfoundland and Labrador,25–64 (all),Women,High school,22.0
2011,Newfoundland and Labrador,25–64 (all),Women,High school,21.0
2012,Newfoundland and Labrador,25–64 (all),Women,High school,21.0
2013,Newfoundland and Labrador,25–64 (all),Women,High school,20.0
2014,Newfoundland and Labrador,25–64 (all),Women,High school,20.0
2015,Newfoundland and Labrador,25–64 (all),Women,High school,23.0
2016,Newfoundland and Labrador,25–64 (all),Women,High school,22.0
2017,Newfoundland and Labrador,25–64 (all),Women,High school,23.0
2018,Newfoundland and Labrador,25–64 (all),Women,High school,22.0
2019,Newfoundland and Labrador,25–64 (all),Women,High school,21.0
2020,Newfoundland and Labrador,25–64 (all),Women,High school,21.0
2021,Newfoundland and Labrador,25–64 (all),Women,High school,21.0
2022,Newfoundland and Labrador,25–64 (all),Women,High school,18.0
2023,Newfoundland and Labrador,25–64 (all),Women,High school,19.0
2024,Newfoundland and Labrador,25–64 (all),Women,High school,18.0
2025,Newfoundland and Labrador,25–64 (all),Women,High school,17.0
2000,Newfoundland and Labrador,25–64 (all),Women,Master's/Doctoral,4.0
2001,Newfoundland and Labrador,25–64 (all),Women,Master's/Doctoral,4.0
2002,Newfoundland and Labrador,25–64 (all),Women,Master's/Doctoral,4.0
2003,Newfoundland and Labrador,25–64 (all),Women,Master's/Doctoral,4.0
2004,Newfoundland and Labrador,25–64 (all),Women,Master's/Doctoral,3.0
2005,Newfoundland and Labrador,25–64 (all),Women,Master's/Doctoral,4.0
2006,Newfoundland and Labrador,25–64 (all),Women,Master's/Doctoral,4.0
2007,Newfoundland and Labrador,25–64 (all),Women,Master's/Doctoral,4.0
2008,Newfoundland and Labrador,25–64 (all),Women,Master's/Doctoral,4.0
2009,Newfoundland and Labrador,25–64 (all),Women,Master's/Doctoral,4.0
2010,Newfoundland and Labrador,25–64 (all),Women,Master's/Doctoral,5.0
2011,Newfoundland and Labrador,25–64 (all),Women,Master's/Doctoral,6.0
2012,Newfoundland and Labrador,25–64 (all),Women,Master's/Doctoral,7.0
2013,Newfoundland and Labrador,25–64 (all),Women,Master's/Doctoral,7.0
2014,Newfoundland and Labrador,25–64 (all),Women,Master's/Doctoral,7.0
2015,Newfoundland and Labrador,25–64 (all),Women,Master's/Doctoral,6.0
2016,Newfoundland and Labrador,25–64 (all),Women,Master's/Doctoral,7.0
2017,Newfoundland and Labrador,25–64 (all),Women,Master's/Doctoral,7.0
2018,Newfoundland and Labrador,25–64 (all),Women,Master's/Doctoral,7.0
2019,Newfoundland and Labrador,25–64 (all),Women,Master's/Doctoral,8.0
2020,Newfoundland and Labrador,25–64 (all),Women,Master's/Doctoral,9.0
2021,Newfoundland and Labrador,25–64 (all),Women,Master's/Doctoral,10.0
2022,Newfoundland and Labrador,25–64 (all),Women,Master's/Doctoral,10.0
2023,Newfoundland and Labrador,25–64 (all),Women,Master's/Doctoral,11.0
2024,Newfoundland and Labrador,25–64 (all),Women,Master's/Doctoral,12.0
2025,Newfoundland and Labrador,25–64 (all),Women,Master's/Doctoral,12.0
2000,Newfoundland and Labrador,25–64 (all),Women,Tertiary (all),29.0
2001,Newfoundland and Labrador,25–64 (all),Women,Tertiary (all),31.0
2002,Newfoundland and Labrador,25–64 (all),Women,Tertiary (all),31.0
2003,Newfoundland and Labrador,25–64 (all),Women,Tertiary (all),33.0
2004,Newfoundland and Labrador,25–64 (all),Women,Tertiary (all),33.0
2005,Newfoundland and Labrador,25–64 (all),Women,Tertiary (all),34.0
2006,Newfoundland and Labrador,25–64 (all),Women,Tertiary (all),36.0
2007,Newfoundland and Labrador,25–64 (all),Women,Tertiary (all),39.0
2008,Newfoundland and Labrador,25–64 (all),Women,Tertiary (all),41.0
2009,Newfoundland and Labrador,25–64 (all),Women,Tertiary (all),43.0
2010,Newfoundland and Labrador,25–64 (all),Women,Tertiary (all),41.0
2011,Newfoundland and Labrador,25–64 (all),Women,Tertiary (all),43.0
2012,Newfoundland and Labrador,25–64 (all),Women,Tertiary (all),46.0
2013,Newfoundland and Labrador,25–64 (all),Women,Tertiary (all),46.0
2014,Newfoundland and Labrador,25–64 (all),Women,Tertiary (all),49.0
2015,Newfoundland and Labrador,25–64 (all),Women,Tertiary (all),48.0
2016,Newfoundland and Labrador,25–64 (all),Women,Tertiary (all),50.0
2017,Newfoundland and Labrador,25–64 (all),Women,Tertiary (all),51.0
2018,Newfoundland and Labrador,25–64 (all),Women,Tertiary (all),56.0
2019,Newfoundland and Labrador,25–64 (all),Women,Tertiary (all),59.0
2020,Newfoundland and Labrador,25–64 (all),Women,Tertiary (all),60.0
2021,Newfoundland and Labrador,25–64 (all),Women,Tertiary (all),62.0
2022,Newfoundland and Labrador,25–64 (all),Women,Tertiary (all),67.0
2023,Newfoundland and Labrador,25–64 (all),Women,Tertiary (all),66.0
2024,Newfoundland and Labrador,25–64 (all),Women,Tertiary (all),70.0
2025,Newfoundland and Labrador,25–64 (all),Women,Tertiary (all),67.0
2000,Newfoundland and Labrador,25–64 (all),Women,Trades and other non-tertiary,20.0
2001,Newfoundland and Labrador,25–64 (all),Women,Trades and other non-tertiary,20.0
2002,Newfoundland and Labrador,25–64 (all),Women,Trades and other non-tertiary,22.0
2003,Newfoundland and Labrador,25–64 (all),Women,Trades and other non-tertiary,22.0
2004,Newfoundland and Labrador,25–64 (all),Women,Trades and other non-tertiary,21.0
2005,Newfoundland and Labrador,25–64 (all),Women,Trades and other non-tertiary,19.0
2006,Newfoundland and Labrador,25–64 (all),Women,Trades and other non-tertiary,18.0
2007,Newfoundland and Labrador,25–64 (all),Women,Trades and other non-tertiary,16.0
2008,Newfoundland and Labrador,25–64 (all),Women,Trades and other non-tertiary,14.0
2009,Newfoundland and Labrador,25–64 (all),Women,Trades and other non-tertiary,16.0
2010,Newfoundland and Labrador,25–64 (all),Women,Trades and other non-tertiary,18.0
2011,Newfoundland and Labrador,25–64 (all),Women,Trades and other non-tertiary,18.0
2012,Newfoundland and Labrador,25–64 (all),Women,Trades and other non-tertiary,16.0
2013,Newfoundland and Labrador,25–64 (all),Women,Trades and other non-tertiary,19.0
2014,Newfoundland and Labrador,25–64 (all),Women,Trades and other non-tertiary,16.0
2015,Newfoundland and Labrador,25–64 (all),Women,Trades and other non-tertiary,15.0
2016,Newfoundland and Labrador,25–64 (all),Women,Trades and other non-tertiary,15.0
2017,Newfoundland and Labrador,25–64 (all),Women,Trades and other non-tertiary,13.0
2018,Newfoundland and Labrador,25–64 (all),Women,Trades and other non-tertiary,10.0
2019,Newfoundland and Labrador,25–64 (all),Women,Trades and other non-tertiary,10.0
2020,Newfoundland and Labrador,25–64 (all),Women,Trades and other non-tertiary,10.0
2021,Newfoundland and Labrador,25–64 (all),Women,Trades and other non-tertiary,8.0
2022,Newfoundland and Labrador,25–64 (all),Women,Trades and other non-tertiary,7.0
