year,geography,field,tuition
2010,British Columbia,Physical and life sciences and technologies,4585.0
2011,British Columbia,Physical and life sciences and technologies,4703.0
2012,British Columbia,Physical and life sciences and technologies,4790.0
2013,British Columbia,Physical and life sciences and technologies,4886.0
2014,British Columbia,Physical and life sciences and technologies,4880.0
2015,British Columbia,Physical and life sciences and technologies,4983.0
2016,British Columbia,Physical and life sciences and technologies,4999.0
2017,British Columbia,Physical and life sciences and technologies,5109.0
2018,British Columbia,Physical and life sciences and technologies,5209.0
2019,British Columbia,Physical and life sciences and technologies,5309.0
2020,British Columbia,Physical and life sciences and technologies,5405.0
2021,British Columbia,Physical and life sciences and technologies,5528.0
2022,British Columbia,Physical and life sciences and technologies,5633.0
2023,British Columbia,Physical and life sciences and technologies,5753.0
2024,British Columbia,Physical and life sciences and technologies,5882.0
2025,British Columbia,Physical and life sciences and technologies,6000.0
2006,British Columbia,"Social and behavioural sciences, and legal studies",4702.0
2007,British Columbia,"Social and behavioural sciences, and legal studies",4808.0
2008,British Columbia,"Social and behavioural sciences, and legal studies",4502.0
2009,British Columbia,"Social and behavioural sciences, and legal studies",4554.0
2010,British Columbia,"Social and behavioural sciences, and legal studies",4605.0
2011,British Columbia,"Social and behavioural sciences, and legal studies",4726.0
2012,British Columbia,"Social and behavioural sciences, and legal studies",4785.0
2013,British Columbia,"Social and behavioural sciences, and legal studies",4847.0
2014,British Columbia,"Social and behavioural sciences, and legal studies",4952.0
2015,British Columbia,"Social and behavioural sciences, and legal studies",4975.0
2016,British Columbia,"Social and behavioural sciences, and legal studies",5050.0
2017,British Columbia,"Social and behavioural sciences, and legal studies",5161.0
2018,British Columbia,"Social and behavioural sciences, and legal studies",5267.0
2019,British Columbia,"Social and behavioural sciences, and legal studies",5389.0
2020,British Columbia,"Social and behavioural sciences, and legal studies",5483.0
2021,British Columbia,"Social and behavioural sciences, and legal studies",5605.0
2022,British Columbia,"Social and behavioural sciences, and legal studies",5704.0
2023,British Columbia,"Social and behavioural sciences, and legal studies",5803.0
2024,British Columbia,"Social and behavioural sciences, and legal studies",5907.0
2025,British Columbia,"Social and behavioural sciences, and legal studies",6025.0
2006,British Columbia,"Total, field of study",4740.0
2007,British Columbia,"Total, field of study",4922.0
2008,British Columbia,"Total, field of study",4746.0
2009,British Columbia,"Total, field of study",4706.0
2010,British Columbia,"Total, field of study",4758.0
2011,British Columbia,"Total, field of study",4919.0
2012,British Columbia,"Total, field of study",4931.0
2013,British Columbia,"Total, field of study",5018.0
2014,British Columbia,"Total, field of study",5201.0
2015,British Columbia,"Total, field of study",5397.0
2016,British Columbia,"Total, field of study",5523.0
2017,British Columbia,"Total, field of study",5669.0
2018,British Columbia,"Total, field of study",5806.0
2019,British Columbia,"Total, field of study",5936.0
2020,British Columbia,"Total, field of study",5990.0
2021,British Columbia,"Total, field of study",6134.0
2022,British Columbia,"Total, field of study",6258.0
2023,British Columbia,"Total, field of study",6477.0
2024,British Columbia,"Total, field of study",6724.0
2025,British Columbia,"Total, field of study",6862.0
2006,British Columbia,"Visual and performing arts, and communications technologies",4647.0
2007,British Columbia,"Visual and performing arts, and communications technologies",4717.0
2008,British Columbia,"Visual and performing arts, and communications technologies",4508.0
2009,British Columbia,"Visual and performing arts, and communications technologies",4521.0
2010,British Columbia,"Visual and performing arts, and communications technologies",4446.0
2011,British Columbia,"Visual and performing arts, and communications technologies",4215.0
2012,British Columbia,"Visual and performing arts, and communications technologies",4307.0
2013,British Columbia,"Visual and performing arts, and communications technologies",4400.0
2014,British Columbia,"Visual and performing arts, and communications technologies",4403.0
2015,British Columbia,"Visual and performing arts, and communications technologies",4624.0
2016,British Columbia,"Visual and performing arts, and communications technologies",5309.0
2017,British Columbia,"Visual and performing arts, and communications technologies",5558.0
2018,British Columbia,"Visual and performing arts, and communications technologies",5770.0
2019,British Columbia,"Visual and performing arts, and communications technologies",5927.0
2020,British Columbia,"Visual and performing arts, and communications technologies",6064.0
2021,British Columbia,"Visual and performing arts, and communications technologies",6284.0
2022,British Columbia,"Visual and performing arts, and communications technologies",6514.0
2023,British Columbia,"Visual and performing arts, and communications technologies",6777.0
2024,British Columbia,"Visual and performing arts, and communications technologies",6789.0
2025,British Columbia,"Visual and performing arts, and communications technologies",6924.0
2006,Canada,"Agriculture, natural resources and conservation",3869.0
2007,Canada,"Agriculture, natural resources and conservation",4064.0
2008,Canada,"Agriculture, natural resources and conservation",4366.0
2009,Canada,"Agriculture, natural resources and conservation",4697.0
2010,Canada,"Agriculture, natural resources and conservation",4803.0
2011,Canada,"Agriculture, natural resources and conservation",4961.0
2012,Canada,"Agriculture, natural resources and conservation",5119.0
2013,Canada,"Agriculture, natural resources and conservation",5251.0
2014,Canada,"Agriculture, natural resources and conservation",5371.0
2015,Canada,"Agriculture, natural resources and conservation",5487.0
2016,Canada,"Agriculture, natural resources and conservation",5438.0
2017,Canada,"Agriculture, natural resources and conservation",5665.0
2018,Canada,"Agriculture, natural resources and conservation",5831.0
2019,Canada,"Agriculture, natural resources and conservation",5614.0
2020,Canada,"Agriculture, natural resources and conservation",5693.0
2021,Canada,"Agriculture, natural resources and conservation",5886.0
2022,Canada,"Agriculture, natural resources and conservation",6033.0
2023,Canada,"Agriculture, natural resources and conservation",6416.0
2024,Canada,"Agriculture, natural resources and conservation",6680.0
2025,Canada,"Agriculture, natural resources and conservation",6879.0
2006,Canada,Architecture,3839.0
2007,Canada,Architecture,3999.0
2008,Canada,Architecture,4503.0
2009,Canada,Architecture,4826.0
2010,Canada,Architecture,5179.0
2011,Canada,Architecture,4788.0
2012,Canada,Architecture,5340.0
2013,Canada,Architecture,5495.0
2014,Canada,Architecture,5985.0
2015,Canada,Architecture,6346.0
2016,Canada,Architecture,6810.0
2017,Canada,Architecture,6610.0
2018,Canada,Architecture,6967.0
2019,Canada,Architecture,6470.0
2020,Canada,Architecture,6462.0
2021,Canada,Architecture,6599.0
2022,Canada,Architecture,6743.0
2023,Canada,Architecture,6990.0
2024,Canada,Architecture,7217.0
2025,Canada,Architecture,7439.0
2006,Canada,"Business, management and public administration",4195.0
2007,Canada,"Business, management and public administration",4637.0
2008,Canada,"Business, management and public administration",4978.0
2009,Canada,"Business, management and public administration",5191.0
2010,Canada,"Business, management and public administration",5386.0
2011,Canada,"Business, management and public administration",5673.0
2012,Canada,"Business, management and public administration",6097.0
2013,Canada,"Business, management and public administration",6274.0
2014,Canada,"Business, management and public administration",6366.0
2015,Canada,"Business, management and public administration",6542.0
2016,Canada,"Business, management and public administration",6810.0
2017,Canada,"Business, management and public administration",7143.0
2018,Canada,"Business, management and public administration",7222.0
2019,Canada,"Business, management and public administration",6795.0
2020,Canada,"Business, management and public administration",6864.0
2021,Canada,"Business, management and public administration",7045.0
2022,Canada,"Business, management and public administration",7297.0
2023,Canada,"Business, management and public administration",7690.0
2024,Canada,"Business, management and public administration",8298.0
2025,Canada,"Business, management and public administration",8618.0
2007,Canada,Dentistry,12516.0
2008,Canada,Dentistry,13290.0
2009,Canada,Dentistry,13917.0
2010,Canada,Dentistry,15062.0
2011,Canada,Dentistry,16037.0
2012,Canada,Dentistry,16678.0
2013,Canada,Dentistry,17387.0
2014,Canada,Dentistry,18118.0
2015,Canada,Dentistry,20156.0
2016,Canada,Dentistry,21464.0
2017,Canada,Dentistry,22569.0
2018,Canada,Dentistry,22747.0
2019,Canada,Dentistry,22242.0
2020,Canada,Dentistry,22408.0
2021,Canada,Dentistry,22920.0
2022,Canada,Dentistry,24041.0
2023,Canada,Dentistry,24891.0
2024,Canada,Dentistry,26423.0
2025,Canada,Dentistry,27491.0
2006,Canada,Education,3373.0
2007,Canada,Education,3545.0
2008,Canada,Education,3652.0
2009,Canada,Education,3739.0
2010,Canada,Education,3850.0
2011,Canada,Education,3804.0
2012,Canada,Education,4273.0
2013,Canada,Education,4394.0
2014,Canada,Education,4482.0
2015,Canada,Education,4514.0
2016,Canada,Education,4571.0
2017,Canada,Education,4423.0
2018,Canada,Education,4732.0
2019,Canada,Education,4648.0
2020,Canada,Education,4801.0
2021,Canada,Education,5013.0
2022,Canada,Education,5191.0
2023,Canada,Education,5403.0
2024,Canada,Education,5553.0
2025,Canada,Education,5712.0
2006,Canada,Engineering,4943.0
2007,Canada,Engineering,5099.0
2008,Canada,Engineering,5319.0
2009,Canada,Engineering,5585.0
2010,Canada,Engineering,5992.0
2011,Canada,Engineering,6155.0
2012,Canada,Engineering,6560.0
2013,Canada,Engineering,6871.0
2014,Canada,Engineering,7153.0
2015,Canada,Engineering,7511.0
2016,Canada,Engineering,7827.0
2017,Canada,Engineering,8106.0
2018,Canada,Engineering,8532.0
2019,Canada,Engineering,7949.0
2020,Canada,Engineering,8067.0
2021,Canada,Engineering,8257.0
2022,Canada,Engineering,8618.0
2023,Canada,Engineering,8992.0
2024,Canada,Engineering,9310.0
2025,Canada,Engineering,9636.0
2006,Canada,Humanities,4336.0
2007,Canada,Humanities,4342.0
2008,Canada,Humanities,4364.0
2009,Canada,Humanities,4525.0
2010,Canada,Humanities,4638.0
2011,Canada,Humanities,4769.0
2012,Canada,Humanities,4941.0
2013,Canada,Humanities,5023.0
2014,Canada,Humanities,5230.0
2015,Canada,Humanities,5346.0
2016,Canada,Humanities,5460.0
2017,Canada,Humanities,5619.0
2018,Canada,Humanities,5773.0
2019,Canada,Humanities,5486.0
2020,Canada,Humanities,5635.0
2021,Canada,Humanities,5737.0
2022,Canada,Humanities,5914.0
2023,Canada,Humanities,6127.0
2024,Canada,Humanities,6147.0
2025,Canada,Humanities,6363.0
2006,Canada,Law,7155.0
2007,Canada,Law,7382.0
2008,Canada,Law,8030.0
2009,Canada,Law,8229.0
2010,Canada,Law,8657.0
2011,Canada,Law,9335.0
2012,Canada,Law,9549.0
2013,Canada,Law,10039.0
2014,Canada,Law,10563.0
2015,Canada,Law,10928.0
2016,Canada,Law,13115.0
2017,Canada,Law,12807.0
2018,Canada,Law,13216.0
2019,Canada,Law,12527.0
2020,Canada,Law,12727.0
2021,Canada,Law,12852.0
2022,Canada,Law,13200.0
2023,Canada,Law,13809.0
2024,Canada,Law,14508.0
2025,Canada,Law,15196.0
2006,Canada,"Mathematics, computer and information sciences",4650.0
2007,Canada,"Mathematics, computer and information sciences",4746.0
2008,Canada,"Mathematics, computer and information sciences",4987.0
2009,Canada,"Mathematics, computer and information sciences",5300.0
2010,Canada,"Mathematics, computer and information sciences",5526.0
2011,Canada,"Mathematics, computer and information sciences",5781.0
2012,Canada,"Mathematics, computer and information sciences",6051.0
2013,Canada,"Mathematics, computer and information sciences",6245.0
2014,Canada,"Mathematics, computer and information sciences",6565.0
2015,Canada,"Mathematics, computer and information sciences",6753.0
2016,Canada,"Mathematics, computer and information sciences",6911.0
2017,Canada,"Mathematics, computer and information sciences",7157.0
2018,Canada,"Mathematics, computer and information sciences",7320.0
2019,Canada,"Mathematics, computer and information sciences",6814.0
2020,Canada,"Mathematics, computer and information sciences",6861.0
2021,Canada,"Mathematics, computer and information sciences",6876.0
2022,Canada,"Mathematics, computer and information sciences",7074.0
2023,Canada,"Mathematics, computer and information sciences",7407.0
2024,Canada,"Mathematics, computer and information sciences",7611.0
2025,Canada,"Mathematics, computer and information sciences",7878.0
2006,Canada,Medicine,9659.0
2007,Canada,Medicine,10029.0
2008,Canada,Medicine,9821.0
2009,Canada,Medicine,9815.0
2010,Canada,Medicine,10867.0
2011,Canada,Medicine,11313.0
2012,Canada,Medicine,12012.0
2013,Canada,Medicine,12470.0
2014,Canada,Medicine,12987.0
2015,Canada,Medicine,13409.0
2016,Canada,Medicine,13911.0
2017,Canada,Medicine,14274.0
