year,gender,age_group,uom,value
1980,Total,20 to 24 years,Persons,2423888.0
1980,Total,20 years,Persons,498919.0
1980,Total,21 years,Persons,490145.0
1980,Total,22 years,Persons,487134.0
1980,Total,23 years,Persons,481098.0
1980,Total,24 years,Persons,466592.0
1980,Total,25 to 29 years,Persons,2205508.0
1980,Total,25 years,Persons,467394.0
1980,Total,26 years,Persons,451929.0
1980,Total,27 years,Persons,437539.0
1980,Total,28 years,Persons,426387.0
1980,Total,29 years,Persons,422259.0
1980,Total,30 to 34 years,Persons,2021093.0
1980,Total,30 years,Persons,414307.0
1980,Total,31 years,Persons,410922.0
1980,Total,32 years,Persons,413278.0
1980,Total,33 years,Persons,421279.0
1980,Total,34 years,Persons,361307.0
1980,Total,35 to 39 years,Persons,1601440.0
1980,Total,35 years,Persons,339961.0
1980,Total,36 years,Persons,335140.0
1980,Total,37 years,Persons,328029.0
1980,Total,38 years,Persons,304185.0
1980,Total,39 years,Persons,294125.0
1980,Total,40 to 44 years,Persons,1327519.0
1980,Total,40 years,Persons,279261.0
1980,Total,41 years,Persons,273193.0
1980,Total,42 years,Persons,262635.0
1980,Total,43 years,Persons,255240.0
1980,Total,44 years,Persons,257190.0
1980,Total,45 to 49 years,Persons,1267748.0
1980,Total,45 years,Persons,251867.0
1980,Total,46 years,Persons,246691.0
1980,Total,47 years,Persons,256483.0
1980,Total,48 years,Persons,255899.0
1980,Total,49 years,Persons,256808.0
1980,Total,50 to 54 years,Persons,1241241.0
1980,Total,50 years,Persons,256938.0
1980,Total,51 years,Persons,246506.0
1980,Total,52 years,Persons,248534.0
1980,Total,53 years,Persons,243686.0
1980,Total,54 years,Persons,245577.0
1980,Total,55 to 59 years,Persons,1175782.0
1980,Total,55 years,Persons,242666.0
